VotingDistrict,ward_id,metro,station,station_type,registered,turnout,tent,pred_turnout,gap_pp,low_turnout_flag
33090027,79700077,Ekurhuleni,KWATHEMA PRIMARY SCHOOL,School,2196,0.5833,0,0.4229,16.04,0
33090050,79700077,Ekurhuleni,NKABINDE PRIMARY SCHOOL,School,1910,0.6089,0,0.4229,18.6,0
33090173,79700077,Ekurhuleni,PHULONG SECONDARY SCHOOL,School,2521,0.5303,0,0.4229,10.74,0
33090128,79700078,Ekurhuleni,MASIMINI PRIMARY SCHOOL,School,2407,0.4961,0,0.4266,6.95,0
33090139,79700078,Ekurhuleni,ITHEMBALIKAZULU SENIOR PRIMARY SCHOOL,School,1973,0.5347,0,0.4266,10.81,0
33090151,79700078,Ekurhuleni,JOB MASEKO PRIMARY SCHOOL,School,2468,0.5211,0,0.4266,9.45,0
33030111,79700079,Ekurhuleni,LED OFFICE (NEXT TO SANCOPAYPOINT),Other,2942,0.4024,0,0.4211,-1.87,0
33030122,79700079,Ekurhuleni,ITHOPIA CHURCH,Church,2458,0.4675,0,0.4211,4.64,0
33030133,79700079,Ekurhuleni,LANGAVILLE SECONDARY SCHOOL,School,2530,0.547,0,0.4211,12.59,0
33090016,79700080,Ekurhuleni,EBENNEZER DAYCARE AND CRECHE,Other,2704,0.5455,0,0.426,11.95,0
33090038,79700080,Ekurhuleni,MUZOMSHA PRIMARY SCHOOL,School,2632,0.4962,0,0.426,7.02,0
33090049,79700080,Ekurhuleni,ST MATTHEWS METHODIST CHURCH,Church,1033,0.6079,0,0.426,18.19,0
33030144,79700081,Ekurhuleni,MENZI PRIMARY SCHOOL,School,2555,0.535,0,0.4263,10.87,0
33030155,79700081,Ekurhuleni,ROMAN CATHOLIC CHURCH,Church,1851,0.5737,0,0.4263,14.74,0
33030166,79700081,Ekurhuleni,NEW AFRICAN GAZA CHURCH,Church,2265,0.4596,0,0.4263,3.33,0
33030199,79700082,Ekurhuleni,J E MALEPE SECONDARY SCHOOL,School,2439,0.581,0,0.4332,14.78,0
33030201,79700082,Ekurhuleni,MICHAEL ZULU SCHOOL,School,2638,0.5997,0,0.4332,16.65,0
33030212,79700082,Ekurhuleni,AGC CHURCH,Church,1396,0.5738,0,0.4332,14.06,0
33030223,79700083,Ekurhuleni,THOLULWAZI SCHOOL,School,2669,0.5444,0,0.4277,11.67,0
33030234,79700083,Ekurhuleni,SHADRACK MBAMBO PRIMARY SCHOOL,School,2049,0.5935,0,0.4277,16.58,0
33030245,79700083,Ekurhuleni,MANGOSUTHU SCHOOL,School,2077,0.5513,0,0.4277,12.36,0
33030324,79700084,Ekurhuleni,RESHOGOFADITSWE SECONDARY SCHOOL,School,3286,0.5463,0,0.397,14.93,0
33030335,79700084,Ekurhuleni,TSAKANE EXT 17 TENT,Tent,3340,0.4671,1,0.397,7.01,0
33030346,79700084,Ekurhuleni,EKUPHILENI CRECHE,Other,1775,0.5797,0,0.397,18.27,0
33030010,79700085,Ekurhuleni,HOLINESS UNION CHURCH,Church,2360,0.5678,0,0.4269,14.09,0
33030278,79700085,Ekurhuleni,LETSIE PRIMARY SCHOOL,School,2088,0.5924,0,0.4269,16.55,0
33030302,79700085,Ekurhuleni,NCHABELENG SCHOOL,School,2293,0.5783,0,0.4269,15.14,0
33030537,79700086,Ekurhuleni,TENT EXTENSION 17 OPEN SPACE NXT TO HOUSE NO 176,Tent,1463,0.6118,1,0.4103,20.15,0
33030582,79700086,Ekurhuleni,RIVER OF LIFE CHURCH,Church,932,0.4785,0,0.4103,6.82,0
33080105,79700086,Ekurhuleni,ASSER MALOKA HIGH SCHOOL,School,1646,0.6555,0,0.4103,24.52,0
33080060,79700087,Ekurhuleni,MASECHABAVIEW (SEAD)CLINIC,Other,2086,0.5839,0,0.4021,18.18,0
33080071,79700087,Ekurhuleni,TENT (NEXT TO RETENTION DAM),Tent,3756,0.5921,1,0.4021,19.0,0
33080093,79700087,Ekurhuleni,DUDUZA MULTIPURPOSE CENTRE,Hall/Centre,1365,0.5487,0,0.4021,14.66,0
33080015,79700088,Ekurhuleni,MACKENZIEVILLE COMMUNITY HALL,Hall/Centre,2510,0.5952,0,0.4915,10.37,0
33080026,79700088,Ekurhuleni,ALRAPARK COMMUNITY HALL,Hall/Centre,2697,0.5769,0,0.4915,8.54,0
33080037,79700088,Ekurhuleni,NIGEL HIGH SCHOOL,School,2838,0.6942,0,0.4915,20.27,0
32890406,79700089,Ekurhuleni,TERSIA KING LEARNING ACADEMY,School,2322,0.5409,0,0.4179,12.3,0
32890619,79700089,Ekurhuleni,AFRICAN COPTIC ORTHODOX CHURCH,Church,2711,0.4666,0,0.4179,4.87,0
32890653,79700089,Ekurhuleni,THEMBINKOSI SCHOOL FOR LSEN,School,2562,0.4676,0,0.4179,4.97,0
32890473,79700090,Ekurhuleni,ARMOUR FOUNDATION PRIVATE SCHOOL,School,3510,0.3801,0,0.3979,-1.78,1
32890642,79700090,Ekurhuleni,EHLANZENI HOSTEL HALL,Hall/Centre,2499,0.4002,0,0.3979,0.23,0
32890675,79700090,Ekurhuleni,NCP HALL,Hall/Centre,3269,0.4622,0,0.3979,6.43,0
32890484,79700091,Ekurhuleni,COEN SCHOLTZ COMMUNITY CENTRE HALL,Hall/Centre,5109,0.6381,0,0.5241,11.4,0
32890495,79700091,Ekurhuleni,JEUGPARK LAERSKOOL,School,3764,0.6517,0,0.5241,12.76,0
32890518,79700091,Ekurhuleni,NORKEM PARK PRIMARY SCHOOL,School,2582,0.7037,0,0.5241,17.96,0
33060877,79700092,Ekurhuleni,ITHEMBELIHLE LSEN SCHOOL,School,2101,0.6987,0,0.5698,12.89,0
33060888,79700092,Ekurhuleni,GOUDRIF HIGH SCHOOL,School,3677,0.7267,0,0.5698,15.69,0
33060899,79700092,Ekurhuleni,LAERSKOOL OOSTERKRUIN,School,2530,0.7142,0,0.5698,14.44,0
33020491,79700093,Ekurhuleni,LIVING WATERS ASSEMBLY,Other,3310,0.4613,0,0.3883,7.3,0
33060754,79700093,Ekurhuleni,GOOD HOPE PRE-SCHOOL,School,2799,0.4216,0,0.3883,3.33,0
33060765,79700093,Ekurhuleni,VUKUKHANYE PRE-SCHOOL,School,3967,0.3118,0,0.3883,-7.65,1
33000220,79700094,Ekurhuleni,BRACKEN PARK COMMUNITY HALL,Hall/Centre,4155,0.6823,0,0.5384,14.39,0
33000264,79700094,Ekurhuleni,ALBERTON FIRE STATION,Other,4685,0.7466,0,0.5384,20.82,0
33000387,79700094,Ekurhuleni,ST FRANCIS CHURCH,Church,1599,0.7805,0,0.5384,24.21,0
33020019,79700095,Ekurhuleni,LETHULWAZI SECONDARY SCHOOL,School,3982,0.5535,0,0.4036,14.99,0
33020020,79700095,Ekurhuleni,MAMPUDI PRIMARY SCHOOL,School,3357,0.5296,0,0.4036,12.6,0
33020615,79700095,Ekurhuleni,VACANT SITE-MAPLETON EXT10 (TENT),Tent,3974,0.5232,1,0.4036,11.96,0
33010298,79700096,Ekurhuleni,PUTFONTEIN PORTION 100 (TENT),Tent,3240,0.5531,1,0.4073,14.58,0
33010311,79700096,Ekurhuleni,PORTION 37 OF PUTFONTEIN,Other,2770,0.5556,0,0.4073,14.83,0
33010355,79700096,Ekurhuleni,AFRICAN CHURCH,Church,4385,0.5113,0,0.4073,10.4,0
33030021,79700097,Ekurhuleni,INDOOR SPORTS CENTRE,Hall/Centre,2455,0.6257,0,0.5518,7.39,0
33030032,79700097,Ekurhuleni,TOWN HALL,Hall/Centre,4006,0.5709,0,0.5518,1.91,0
33030043,79700097,Ekurhuleni,HOËRSKOOL DIE ANKER,Other,3252,0.6931,0,0.5518,14.13,0
33080138,79700098,Ekurhuleni,LUCKY MKHWANAZI CLINIC,Other,2883,0.5571,0,0.4285,12.86,0
33080149,79700098,Ekurhuleni,NN NDEBELE PRIMARY SCHOOL,School,2007,0.5267,0,0.4285,9.82,0
33080172,79700098,Ekurhuleni,IPHAHAMISENG PRIMARY SCHOOL,School,2024,0.5805,0,0.4285,15.2,0
33020301,79700099,Ekurhuleni,WINDMILL PARK PRIMARY SCHOOL,School,5717,0.4751,0,0.4183,5.68,0
33020604,79700099,Ekurhuleni,VACANT SITE ULUNDI TAXI RANK,Other,4268,0.5818,0,0.4183,16.35,0
33020693,79700099,Ekurhuleni,THULASIZWE PRIMARY SCHO0L,School,1643,0.5277,0,0.4183,10.94,0
32890147,79700100,Ekurhuleni,MORITING PARK MUNICIPAL PROPERTY,Other,2949,0.4354,0,0.4052,3.02,0
32890170,79700100,Ekurhuleni,SETHOKGA HOSTEL HALL,Hall/Centre,4513,0.3519,0,0.4052,-5.33,1
32890181,79700100,Ekurhuleni,SETHOKGA HOSTEL PARK,Other,3284,0.4026,0,0.4052,-0.26,0
33060136,79700101,Ekurhuleni,BAPTIST COMMUNITY  CHURCH,Church,2908,0.5165,0,0.4129,10.36,0
33060147,79700101,Ekurhuleni,OLD APOSTOLIC CHURCH,Church,1737,0.5878,0,0.4129,17.49,0
33060169,79700101,Ekurhuleni,CHIVIRIKANI PRIMARY SCHOOL,School,3273,0.5698,0,0.4129,15.69,0
32890754,79700102,Ekurhuleni,A MAPHETHO PRIMARY SCHOOL,School,3219,0.5241,0,0.4022,12.19,0
32910072,79700102,Ekurhuleni,APOSTOLIC SAVES GOSPEL CHURH,Other,2572,0.3227,0,0.4022,-7.95,1
32910263,79700102,Ekurhuleni,MPUMELELO PRIMARY SCHOOL,School,4988,0.3683,0,0.4022,-3.39,1
33000039,79700103,Ekurhuleni,NQUBELA PRIMARY SCHOOL,School,3549,0.5996,0,0.4243,17.53,0
33060158,79700103,Ekurhuleni,PALM RIDGE COMMUNITY HALL,Hall/Centre,5372,0.4931,0,0.4243,6.88,0
33061104,79700103,Ekurhuleni,KWENELE REGIONAL PARK,Other,2272,0.6695,0,0.4243,24.52,0
32890530,79700104,Ekurhuleni,MOOIFONTEIN LAERSKOOL,School,4136,0.6789,0,0.5491,12.98,0
32890541,79700104,Ekurhuleni,WESTSIDE PRIMARY SCHOOL,School,3948,0.5937,0,0.5491,4.46,0
32890563,79700104,Ekurhuleni,EDLEEN PRIMARY SCHOOL,School,2877,0.634,0,0.5491,8.49,0
33030054,79700105,Ekurhuleni,HOUSE OF REVIVAL CHURCH,Church,908,0.4945,0,0.5874,-9.29,0
33030076,79700105,Ekurhuleni,DIE AREND PRIMARY SCHOOL,School,1478,0.6055,0,0.5874,1.81,0
33030087,79700105,Ekurhuleni,DALVIEW PRIMARY SCHOOL,School,3953,0.7177,0,0.5874,13.03,0
33000253,79700106,Ekurhuleni,TENT (INFO KIOSK),Tent,6250,0.7171,1,0.5555,16.16,0
33000286,79700106,Ekurhuleni,ALBERTON HIGH SCHOOL,School,3710,0.7337,0,0.5555,17.82,0
33000297,79700106,Ekurhuleni,ALBERTON LIBRARY AUDITORIUM,Other,3802,0.7078,0,0.5555,15.23,0
33020031,79700107,Ekurhuleni,NAGENG PRIMARY SCHOOL,School,2375,0.5789,0,0.427,15.19,0
33020671,79700107,Ekurhuleni,NEW LIFE BIBLE CHRISTIAN CHURCH,Church,1540,0.6104,0,0.427,18.34,0
33020750,79700107,Ekurhuleni,TSWELOPELE CLINIC,Other,1095,0.6785,0,0.427,25.15,0
33060079,79700108,Ekurhuleni,KATLEHONG SOUTH SECONDARY SCHOOL,School,2645,0.524,0,0.4058,11.82,0
33060080,79700108,Ekurhuleni,KATLEHONG SOUTH PRIMARY SCHOOL,School,4360,0.569,0,0.4058,16.32,0
33060091,79700108,Ekurhuleni,ETHOPIA INTERNATIONAL CHURCH OF SOUTH AFRICA,Church,2249,0.598,0,0.4058,19.22,0
33010186,79700109,Ekurhuleni,WJ MPENGESI PRIMARY SCHOOL,School,2296,0.6054,0,0.413,19.24,0
33010197,79700109,Ekurhuleni,TENT (EXT 7 SOCCER FIELD),Tent,1566,0.6692,1,0.413,25.62,0
33010210,79700109,Ekurhuleni,QUANTUM SECONDARY SCHOOL,School,1539,0.614,0,0.413,20.1,0
33010489,79700110,Ekurhuleni,BAFO CHICO PRIMARY SCHOOL,School,2146,0.5107,0,0.426,8.47,0
33010502,79700110,Ekurhuleni,SOZIZWE PRIMARY SCHOOL,School,1640,0.5415,0,0.426,11.55,0
33010513,79700110,Ekurhuleni,UNITY SECONDARY SCHOOL,School,2769,0.5522,0,0.426,12.62,0
33030559,79700111,Ekurhuleni,THE METHODIST CHURCH OF SOUTHERN AFRICA,Church,1091,0.6508,0,0.42,23.08,0
33030616,79700111,Ekurhuleni,HOUSE OF RESTORATION CHURCH,Church,1127,0.6699,0,0.42,24.99,0
33080228,79700111,Ekurhuleni,DUNNOTTAR PRIMARY SCHOOL,School,3150,0.5952,0,0.42,17.52,0
33030065,79700112,Ekurhuleni,TWELVE APOSTLE CHURCH OF AFRICA,Church,3001,0.5345,0,0.4211,11.34,0
33030290,79700112,Ekurhuleni,PHUMLANI PRIMARY SCHOOL,School,1743,0.5892,0,0.4211,16.81,0
33030380,79700112,Ekurhuleni,BUHLEBEMFUNDO SECONDARY SCHOOL,School,2818,0.5373,0,0.4211,11.62,0
32860728,79800001,Johannesburg,THE VICTORIOUS RESTORATION CHURCH INTERNATIONAL,Church,3554,0.2783,0,0.4125,-13.42,1
32860896,79800001,Johannesburg,TSHEPANA PRIMARY SCHOOL,School,1398,0.377,0,0.4125,-3.55,1
32860919,79800001,Johannesburg,THAMSANQA SECONDARY SCHOOL,School,2330,0.5863,0,0.4125,17.38,0
32861011,79800002,Johannesburg,QOQA SECONDARY SCHOOL,School,1914,0.395,0,0.393,0.2,1
32861033,79800002,Johannesburg,TENT ORANGE FARM EXT 1 NEXT TO NAMBITHA,Tent,1402,0.2924,1,0.393,-10.06,1
32862359,79800002,Johannesburg,LANGALIBALELE PRIMARY SCHOOL,School,2701,0.3443,0,0.393,-4.87,1
32860874,79800003,Johannesburg,LESHATA SECONDARY SCHOOL,School,2580,0.3589,0,0.4053,-4.64,1
32860908,79800003,Johannesburg,RADIPABI PRIMARY SCHOOL,School,2462,0.3846,0,0.4053,-2.07,1
32860920,79800003,Johannesburg,LAUS DEO PRIMARY SCHOOL,School,1409,0.3456,0,0.4053,-5.97,1
32860852,79800004,Johannesburg,INTLONIPHO PRIMARY SCHOOL,School,3370,0.3647,0,0.4159,-5.12,1
32860863,79800004,Johannesburg,VULANINDLELA SECONDARY SCHOOL,School,2106,0.4027,0,0.4159,-1.32,0
32860885,79800004,Johannesburg,REITUMETSE PRIMARY SCHOOL,School,533,0.3133,0,0.4159,-10.26,1
32860717,79800005,Johannesburg,GOVAN MBEKI PRIMARY SCHOOL,School,4116,0.353,0,0.4035,-5.05,1
32860942,79800005,Johannesburg,ST CHARLES LWANGA EDUCATION AND TRAINING CENTRE,Hall/Centre,2149,0.194,0,0.4035,-20.95,1
32860997,79800005,Johannesburg,IMFUNDU THUTO DAYCARE,Other,1002,0.4022,0,0.4035,-0.13,0
32862371,79800006,Johannesburg,THUTHUKANI-TSWELOPELE PRIMARY SCHOOL,School,3233,0.4436,0,0.4027,4.09,0
32862382,79800006,Johannesburg,SAKHISIZWE SECONDARY SCHOOL,School,3987,0.2992,0,0.4027,-10.35,1
32862427,79800006,Johannesburg,GODS PLAN CHURCH,Church,1019,0.4593,0,0.4027,5.66,0
32861044,79800007,Johannesburg,ENNERDALE EVANGELIC CHURCH,Church,2780,0.5349,0,0.389,14.59,0
32861055,79800007,Johannesburg,MID-ENNERDALE PRIMARY SCHOOL,School,3991,0.5282,0,0.389,13.92,0
32861066,79800007,Johannesburg,FRED NORMAN SECONDARY SCHOOL,School,3082,0.5191,0,0.389,13.01,0
32860694,79800008,Johannesburg,APEX PRIMARY SCHOOL,School,1975,0.3681,0,0.3993,-3.12,1
32860706,79800008,Johannesburg,BIG BEAR CRECHE,Other,1857,0.3856,0,0.3993,-1.37,1
32862483,79800008,Johannesburg,LAWLEY COMMUNITY CRECHE,Hall/Centre,2811,0.365,0,0.3993,-3.43,1
32860616,79800009,Johannesburg,HARMONY PRIMARY  SCHOOL,School,1713,0.5388,0,0.4336,10.52,0
32860638,79800009,Johannesburg,LENASIA CIVIC CENTRE,Hall/Centre,3049,0.3463,0,0.4336,-8.73,1
32860649,79800009,Johannesburg,PARK PRIMARY SCHOOL,School,2389,0.4902,0,0.4336,5.66,0
32860021,79800010,Johannesburg,TENT PROTEA SOUTH (NEAR HOUSE NO. 3940),Tent,2385,0.4243,1,0.3487,7.56,0
32860065,79800010,Johannesburg,TENT OPP HOUSE 3943 VENTURE STREET,Tent,3121,0.3547,1,0.3487,0.6,1
32860087,79800010,Johannesburg,ALTMONT TECHNICAL HIGH SCHOOL,School,2644,0.396,0,0.3487,4.73,1
32860593,79800011,Johannesburg,FIRETHORN PRIMARY SCHOOL,School,2049,0.5222,0,0.3822,14.0,0
32860605,79800011,Johannesburg,ST IVES PRIMARY SCHOOL,School,1950,0.5631,0,0.3822,18.09,0
32862203,79800011,Johannesburg,UNITING PRESBYTERIAN CHURCH,Church,2097,0.3371,0,0.3822,-4.51,1
32861189,79800012,Johannesburg,ELSIE NGIDI PRIMARY SCHOOL,School,1792,0.4554,0,0.3999,5.55,0
32862247,79800012,Johannesburg,GAZANKULU SCHOOL,School,1906,0.4024,0,0.3999,0.25,0
32862269,79800012,Johannesburg,PUTALUSHAKA PRIMARY SCHOOL,School,1861,0.3573,0,0.3999,-4.26,1
32861246,79800013,Johannesburg,TENT AT NEAR PROTEA GLEN POLICE STATION),Tent,3924,0.3838,1,0.3752,0.86,1
32861459,79800013,Johannesburg,THOLIMFUNDO PRIMARY SCHOOL,School,3319,0.3751,0,0.3752,-0.01,1
32861831,79800013,Johannesburg,BLESSED ISIDOREBAKANJA CATHOLIC CHURCH,Church,2253,0.4075,0,0.3752,3.23,0
32860762,79800014,Johannesburg,TENT (OPPOSITE HOUSE NO. 5255),Tent,2836,0.3766,1,0.3832,-0.66,1
32862180,79800014,Johannesburg,REBONE  PRIMARY SCHOOL,School,1786,0.4748,0,0.3832,9.16,0
32862191,79800014,Johannesburg,MONICA LOLWANE EDUCARE CENTRE,Hall/Centre,1360,0.475,0,0.3832,9.18,0
32861549,79800015,Johannesburg,PHIRI SCHOOL,School,2536,0.3967,0,0.4002,-0.35,1
32861606,79800015,Johannesburg,BAFIKILE PRIMARY SCHOOL,School,1481,0.3916,0,0.4002,-0.86,1
32861640,79800015,Johannesburg,KGOTSO PRIMARY SCHOOL,School,2001,0.4358,0,0.4002,3.56,0
32861651,79800016,Johannesburg,MEGATONG PRIMARY SCHOOL,School,1116,0.4642,0,0.3707,9.35,0
32861662,79800016,Johannesburg,MOTSANENG SCHOOL,School,1839,0.4595,0,0.3707,8.88,0
32861673,79800016,Johannesburg,DIODI PRIMARY SCHOOL,School,1874,0.4456,0,0.3707,7.49,0
32860515,79800017,Johannesburg,ELDORADO PARK PRIMARY SCHOOL,School,2045,0.5443,0,0.4442,10.01,0
32860548,79800017,Johannesburg,KLIPTOWN EBENEZER CONGREGATIONAL CHURCH,Church,2226,0.469,0,0.4442,2.48,0
32860559,79800017,Johannesburg,PARKDALE PRIMARY SCHOOL,School,2765,0.519,0,0.4442,7.48,0
32860391,79800018,Johannesburg,JD OPPERMAN RECREATION CENTRE,Hall/Centre,2749,0.5413,0,0.463,7.83,0
32860403,79800018,Johannesburg,TENT (OPP HOUSE NO 217 STERRE ROAD),Tent,876,0.516,1,0.463,5.3,0
32860470,79800018,Johannesburg,BOEKENHOUT PRIMARY SCHOOL,School,2929,0.5306,0,0.463,6.76,0
32860447,79800019,Johannesburg,TENT (FREEMDOM CHARTER SQUARE),Tent,1118,0.3408,1,0.389,-4.82,1
32861482,79800019,Johannesburg,LAKEVIEW PRIMARY SCHOOL,School,1281,0.4848,0,0.389,9.58,0
32861594,79800019,Johannesburg,ISIPHO PRIMARY SCHOOL,School,1878,0.4404,0,0.389,5.14,0
32861932,79800020,Johannesburg,KARABO SCHOOL,School,2615,0.4444,0,0.3981,4.63,0
32862089,79800020,Johannesburg,MARA PRIMARY SCHOOL,School,2264,0.3617,0,0.3981,-3.64,1
32862135,79800020,Johannesburg,IKEMELENG JUNIOR PRIMARY,School,2092,0.4383,0,0.3981,4.02,0
32861178,79800021,Johannesburg,MOCHOCHONONO SCHOOL,School,2044,0.8743,0,0.3812,49.31,0
32861875,79800021,Johannesburg,DIKWANKWETLA PRIMARY SCHOOL,School,1814,0.4509,0,0.3812,6.97,0
32861886,79800021,Johannesburg,TIHOLOHELO SCHOOL,School,1843,0.4297,0,0.3812,4.85,0
32841086,79800022,Johannesburg,LEIHLO PRIMARY SCHOOL,School,3283,0.4222,0,0.3823,3.99,0
32841097,79800022,Johannesburg,TSHEBEDISANO PRIMARY SCHOOL,School,2577,0.4032,0,0.3823,2.09,0
32841109,79800022,Johannesburg,ST PETER CLAVER SCHOOL,School,2852,0.4474,0,0.3823,6.51,0
32860290,79800023,Johannesburg,GLENANDA PRIMARY SCHOOL,School,4533,0.555,0,0.4796,7.54,0
32860302,79800023,Johannesburg,TENT (BASSONIA),Tent,2708,0.5835,1,0.4796,10.39,0
32860368,79800023,Johannesburg,COMARO VALLEY NURSERY SCHOOL,School,2499,0.5626,0,0.4796,8.3,0
32862573,79800024,Johannesburg,SOMELULWAZI PRIMARY SCHOOL,School,1513,0.3206,0,0.3832,-6.26,1
32862584,79800024,Johannesburg,ASSEMBLIES OF GOD AGF,Other,2940,0.3177,0,0.3832,-6.55,1
32862595,79800024,Johannesburg,ARISE AND SHINE HOPE CENTRE,Hall/Centre,2739,0.36,0,0.3832,-2.32,1
32841042,79800025,Johannesburg,KLIPSPRUIT HOSTEL,Other,1694,0.3052,0,0.3829,-7.77,1
32841053,79800025,Johannesburg,EMSHUKANTAMBO SECONDARY SCHOOL,School,2923,0.3924,0,0.3829,0.95,1
32841064,79800025,Johannesburg,THE METHODIST CHURCH OF SOUTHERN AFRICA,Church,1308,0.4472,0,0.3829,6.43,0
32840625,79800026,Johannesburg,KHOMANANI SCHOOL,School,1369,0.4076,0,0.3862,2.14,0
32840838,79800026,Johannesburg,ELITHENI SCHOOL,School,1641,0.4869,0,0.3862,10.07,0
32840872,79800026,Johannesburg,GIYANI PRIMARY SCHOOL,School,2003,0.3899,0,0.3862,0.37,1
32840917,79800027,Johannesburg,THABISILE SCHOOL,School,1502,0.3768,0,0.3922,-1.54,1
32840939,79800027,Johannesburg,FIDELITAS COMPREHENSIVE SCHOOL,School,1478,0.433,0,0.3922,4.08,0
32840962,79800027,Johannesburg,FONS LUMINIS SECONDARY SCHOOL,School,2152,0.2602,0,0.3922,-13.2,1
32840636,79800028,Johannesburg,IMMANUEL EVANGELICAL LUTHERAN CHURCH,Church,1131,0.4951,0,0.4012,9.39,0
32840782,79800028,Johannesburg,JOB RATHEBE JUNIOR SECONDARY SCHOOL,School,1645,0.4195,0,0.4012,1.83,0
32840793,79800028,Johannesburg,QHOBOSHEANE PRIMARY SCHOOL,School,1857,0.4615,0,0.4012,6.03,0
32840300,79800029,Johannesburg,NOORDGESIG PRIMARY SCHOOL,School,3146,0.4905,0,0.375,11.55,0
32840647,79800029,Johannesburg,LOFENTSE SECONDARY SCHOOL,School,2052,0.3455,0,0.375,-2.95,1
32840805,79800029,Johannesburg,GOOD NEW BIBLE CHURCH,Church,2291,0.399,0,0.375,2.4,1
32840658,79800030,Johannesburg,LUKHOLWENI PRIMARY SCHOOL,School,1096,0.4097,0,0.3951,1.46,0
32840670,79800030,Johannesburg,ASSEMBLIES OF GOD,Other,2142,0.3978,0,0.3951,0.27,1
32840692,79800030,Johannesburg,ST JOHN BERCHMAN SCHOOL,School,1935,0.508,0,0.3951,11.29,0
32840681,79800031,Johannesburg,AFRICAN CONGREGATIONAL CHURCH,Church,2203,0.3622,0,0.3879,-2.57,1
32840704,79800031,Johannesburg,AME CHURCH,Church,1351,0.3723,0,0.3879,-1.56,1
32840759,79800031,Johannesburg,THEMBALIHLE SCHOOL,School,1205,0.3643,0,0.3879,-2.36,1
32850727,79800032,Johannesburg,TENT AT JOHN PARK,Tent,3282,0.443,1,0.4564,-1.34,0
32850930,79800032,Johannesburg,KINGS SCHOOL - LINBRO PARK,School,993,0.4914,0,0.4564,3.5,0
32900105,79800032,Johannesburg,HERITAGE CHRISTIAN COLLEGE,School,2356,0.5543,0,0.4564,9.79,0
32861392,79800033,Johannesburg,JOHANNESBURG CENTRAL TEACHER DEVELOPMENT CENTRE,Hall/Centre,1892,0.4656,0,0.4021,6.35,0
32861448,79800033,Johannesburg,ELKA SPORTS CLUB,Other,930,0.4978,0,0.4021,9.57,0
32861460,79800033,Johannesburg,MOLALATLADI SCHOOL,School,1815,0.4689,0,0.4021,6.68,0
32860739,79800034,Johannesburg,TENT- JABULANI HOSTEL,Tent,3660,0.4454,1,0.3658,7.96,0
32861437,79800034,Johannesburg,ISAACSON PRIMARY SCHOOL,School,2215,0.4393,0,0.3658,7.35,0
32861505,79800034,Johannesburg,THESELE SECONDARY SCHOOL.,School,1904,0.4401,0,0.3658,7.43,0
32861370,79800035,Johannesburg,RUTEGANG PRIMARY SCHOOL,School,1360,0.4199,0,0.4037,1.62,0
32861404,79800035,Johannesburg,MAKOLA PRIMARY SCHOOL,School,1606,0.4763,0,0.4037,7.26,0
32861516,79800035,Johannesburg,MORRIS ISAACSON HIGH SCHOOL,School,3164,0.4371,0,0.4037,3.34,0
32861279,79800036,Johannesburg,VUKUZENZELE PRIMARY SCHOOL,School,1953,0.3922,0,0.3939,-0.17,1
32861280,79800036,Johannesburg,MOKOROTLO PRIMARY SCHOOL,School,2085,0.4484,0,0.3939,5.45,0
32861291,79800036,Johannesburg,TSHEDIMOSETSO MEHLALENG PRIMARY SCHOOL,School,1656,0.4595,0,0.3939,6.56,0
32841211,79800037,Johannesburg,TENT NANCEFIELD HOSTEL LIFATEN,Tent,2277,0.2736,1,0.3754,-10.18,1
32861257,79800037,Johannesburg,IGUGU PRIMARY SCHOOL,School,2970,0.4266,0,0.3754,5.12,0
32861268,79800037,Johannesburg,SUNSHINE CENTRE,Hall/Centre,1592,0.4328,0,0.3754,5.74,0
32861145,79800038,Johannesburg,SYDNEY MASEKO ADULT LEARNING CENTRE,Hall/Centre,2021,0.4453,0,0.3762,6.91,0
32861190,79800038,Johannesburg,NKA-THUTO PRIMARY SCHOOL,School,1669,0.4164,0,0.3762,4.02,0
32861202,79800038,Johannesburg,DR BEYERS NAUDE SECONDARY SCHOOL,School,1234,0.44,0,0.3762,6.38,0
32861235,79800039,Johannesburg,ORLANDO WEST SECONDARY SCHOOL,School,1367,0.4418,0,0.4042,3.76,0
32861303,79800039,Johannesburg,SAPEBUSO PRIMARY SCHOOL,School,2549,0.4382,0,0.4042,3.4,0
32861314,79800039,Johannesburg,ORLANDO WEST WOMEN'S HOSTEL HALL,Hall/Centre,2001,0.4183,0,0.4042,1.41,0
32870729,79800040,Johannesburg,TSHIRELETSO LOWER PRIMARY SCHOOL,School,1919,0.4898,0,0.3672,12.26,0
32870730,79800040,Johannesburg,TENT (NEXT TO HOUSE NO 379 A),Tent,3182,0.3897,1,0.3672,2.25,1
32870842,79800040,Johannesburg,THABANENG PRIMARY SCHOOL,School,2329,0.4277,0,0.3672,6.05,0
32870707,79800041,Johannesburg,THUTOLORE HIGH SCHOOL,School,2056,0.2344,0,0.4091,-17.47,1
32870741,79800041,Johannesburg,EVANGELICAL LUTHERAN CHURCH,Church,1236,0.5453,0,0.4091,13.62,0
32870752,79800041,Johannesburg,MASEKHENE PRIMARY SCHOOL,School,1725,0.4887,0,0.4091,7.96,0
32870606,79800042,Johannesburg,SIVELILE COMBINED SCHOOL,School,1113,0.3998,0,0.4101,-1.03,1
